ID,lon,lat,qmean7913,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q00,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,CC_Area_km2,Shape_Length,DL_km,Q_m2_yr,Q_A_norm_m_yr
13136,-149.8995337,60.9141456,2485256.669,3442996.011,2310818.606,1745355.722,2106944.274,2232840.719,2424006.718,1545268.234,2805029.002,3176071.764,2046731.528,2970180.644,2128509.526,3048894.34,2323131.069,3086488.396,2404865.607,2269038.051,2194990.78,3143012.926,2406198.257,2895521.662,2922793.581,1950832.708,2951047.755,2689710.928,2751323.689,2460571.157,2117584.51,2728052.153,2209954.231,2713439.72,1914532.214,2486319.981,2338674.338,2042252.6,3,5000,800,497.0513337,0.621314167
13137,-149.1074708,60.87921455,2892639.217,3799432.332,3145460.46,1995065.771,2519386.075,2493033.645,2615948.313,2029474.402,3101640.489,3346522.936,2436428.568,2881161.151,2367373.586,2938840.687,2582396.26,3220323.49,2764157.553,2281585.236,2279198.192,3370303.213,2502509.573,3058858.914,3495004.439,2439911.768,3334789.714,2567974.883,2958981.033,2837099.655,2242700.696,3096020.216,2318215.983,2970604.908,3085259.908,4650048.127,4317609.232,3199051.2,1,5000,400,578.5278435,1.446319609
13138,-149.08904,60.87855524,4508712.714,5966899.977,5134952.279,3149974.537,4054257.147,3928704.28,4052125.129,3411212.013,4603331.349,5367261.287,3902447.021,4339153.175,3997244.8,4604121.039,4078956.422,4743998.507,4354565.891,3494168.032,3777816.84,5060111.629,3845183.545,4773528.568,5347517.804,3846990.155,5130654.355,3953014.089,4438894.678,4496607.983,3367344.252,4742076.149,3878642.853,4593699.55,4795531.742,6778132.549,6507546.877,5288278.5,2,3000,1000,1502.904238,1.502904238
13139,-149.0706099,60.87789346,2819747.457,3709558.371,3171922.606,1966870.708,2550071.646,2481588.509,2534224.195,2120024.485,2844400.382,3398471.747,2414061.855,2694422.596,2502367.209,2869298.308,2519211.695,2943866.256,2684124.055,2202301.169,2417633.563,3160877.021,2419296.952,2981560.452,3364687.545,2435581.216,3215276.701,2497517.529,2789794.446,2827471.433,2130473.2,2969832.863,2422508.382,2839670.856,2999382.265,4252451.193,4107153.077,3253206.5,1,5000,400,563.9494914,1.409873728
13141,-148.8863511,60.87113957,42403348.92,52047428.05,50018702.99,31579545.03,40314903.36,36890481.91,36754820.41,34173097.2,41912708.21,47259954.97,39064511.58,42993442.16,38650288.32,43266501.41,39579268.61,43636709.7,35418661.5,36761389.59,36106054.81,44707687.43,36042190.12,43624393.23,47614309.61,38357409.88,49674648.38,40180777.27,43005970.66,43258874.51,35361702.07,42010556.14,39655411.14,43835970.76,44087946.09,55708740.25,58541034.7,52021120,19,5000,4000,8480.669783,2.120167446
13155,-151.6179296,60.97257632,1881138.573,2871241.759,2224965.761,1111738.731,1564995.091,1583541.306,1708997.372,1479986.942,1941454.136,1962677.342,1303506.15,2041490.799,1649199.993,1980633.09,1627741.912,2118998.112,1935597.451,1228909.808,1271292.021,2033162.473,1572974.255,1939407.164,2524131.975,1712981.66,2802138.086,2008730.86,2164563.544,1993770.939,1812847.051,2421693.291,1694923.693,2014374.016,1396265.036,1904275.375,2021518.875,2215124,4,5000,1000,376.2277147,0.376227715
13157,-150.6747136,60.94405581,6240260.448,8989792.834,6463323.173,3569994.117,4190442.756,4882350.184,6154107.706,3810570.253,6735940.82,6784967.273,3799983.808,7114839.869,5022449.873,7197629.473,5174261.422,6726558.799,6083319.059,4920828.361,4833072.275,6224626.637,5427222.222,7146723.977,7452926.071,4641096.194,8655976.793,7097703.255,7369921.747,6349032.368,4989822.862,6487255.938,5199721.013,6810695.002,5641726.645,7928103.52,8789735.386,9742394,15,9000,1778,693.362272,0.390016278
13159,-149.8799207,60.92251621,1188543.887,1658559.733,1064577.564,874483.0796,992945.2599,1053390.639,1153606.932,752604.5526,1338111.531,1498084.667,985005.8903,1468327.878,1021624.554,1463438.651,1127740.487,1496594.924,1132005.479,1069481.175,1023758.711,1471347.427,1130071.953,1375371.536,1389572.677,898546.6183,1408727.845,1261579.699,1326382.526,1145123.606,1023831.43,1282671.81,1028734.497,1258166.224,904157.3687,1276129.141,1192010.793,1052269.2,1,5000,400,237.7087775,0.594271944
13161,-149.3089548,60.89522202,4570281.886,5981763.862,5045053.995,3208560.831,4120557.901,4104176.799,4147611.678,3311549.598,4755662.443,5405768.856,4077403.246,4456489.425,4003366.717,4820049.227,4228741.448,4875128.018,4559551.446,3651909.43,3787732.453,5213195.76,4044945.928,4890407.905,5233369.559,3934356.713,5179301.821,4110248.889,4555326.078,4538202.18,3445857.066,4801473.053,4014466.749,4750922.922,4696602.259,6484010.209,6107515.535,5418586,3,8000,500,571.2852357,1.142570471
13162,-149.2720673,60.89395504,7830253.749,10318395.86,8678920.856,5445375.497,7015539.389,6920711.436,7092313.403,5709095.176,8129473.827,9334386.905,6935940.941,7707433.209,6835792.952,8278158.283,7259433.777,8432287.449,7584187.526,6271174.421,6512668.672,8880670.503,6863135.242,8364502.427,9119841.554,6665585.849,8953398.867,6985341.988,7816016.731,7758926.459,5873810.682,8252136.016,6870157.56,8085167.84,8047725.75,11181456.37,10615457.79,9264260,7,6000,1333,1305.042291,0.978781719
13163,-149.2351828,60.89267814,13729000.67,18320929.72,15507232.37,9677117.345,12434566.96,12146007.92,12404072.71,10224216.28,14197506.78,16473767.12,12240278.97,13426539.52,12245397.65,14398858.08,12607202.39,14596667.88,11951051.78,11008407.3,11613780.04,15434813.81,11919358.59,14712577.36,16026673.44,11776388.17,15741610.29,12093365.47,13693501.78,13675920.91,10400213.96,14447433.78,12018139.64,14117131.3,14327684.82,18912286.26,19178793.08,16565530,9,6000,1667,2288.166778,1.372900067
13165,-149.1798615,60.89074423,3156658.196,4223790.467,3573915.79,2205342.54,2803999.634,2744071.495,2849618.31,2348893.862,3273206.132,3667040.429,2767858.113,3124690.152,2768768.352,3275804.28,2920012.883,3416413.461,3046404.832,2400559.281,2556109.166,3469765.126,2653250.881,3296017.902,3665622.727,2641285.282,3549772.483,2729695.738,3099562.891,3082377.524,2318818.649,3230545.502,2658574.363,3173407.242,3421136.19,4924199.181,4715148.506,3887357.5,1,4000,500,789.164549,1.578329098
13166,-149.1429843,60.88944258,2764211.186,3653928.721,3105360.289,1926115.826,2497386.84,2451388.036,2486232.843,2070519.557,2781692.117,3345471.311,2381736.115,2653994.63,2453819.957,2827657.664,2484494.72,2901850.131,2649711.827,2161787.186,2392029.189,3123350.802,2388261.304,2927931.687,3294195.805,2380093.052,3144130.614,2460512.256,2745498.588,2774346.3,2078223.217,2911298.866,2373105.018,2781080.7,2941987.457,4156569.714,3992148.967,3049480.2,1,5000,400,552.8422372,1.382105593
13168,-149.0125511,60.89372434,10994027.46,14733083.25,12314561.93,7521970.331,9770379.299,9364094.767,9784466.041,8027555.419,11216463.59,13077704.76,9242551.371,10907369,9572781.728,11203152.3,10022391.92,11971650.13,10259369.28,8320877.141,8831008.501,12121044.44,9158743.913,11524787.02,13120644.62,9156699.959,12703539.87,9448791.014,10972817.24,10626750.34,8152057.382,11506941.3,9103343.817,10775735.65,11602507.37,17081690.94,17040918.46,14552517,6,5000,1400,2198.805492,1.570575351
13169,-148.9203728,60.89033933,10251593.06,13548803.84,11866451.81,7099294.814,9145658.257,8690039.426,9130850.514,7675378.278,10608947.64,12184682.94,8750217.813,10134124.51,9023284.389,10469866.25,9399407.373,11158781.13,8523410.206,7901709.596,8264613.99,11276707.19,8505980.004,10779846.11,12367164.41,8619085.346,12043538.34,8711956.133,10292893.85,10014495.23,7764428.892,10736871.62,8510297.937,10223060.72,11218432.06,14911842.97,16018093.44,13235540,5,5000,1200,2050.318612,1.708598843
13170,-148.8650752,60.88827863,2595404.382,3356396.797,2893925.542,1766501.284,2288355.492,2189828.238,2334400.397,1870809.818,2743134.998,3023918.313,2054476.024,2595694.202,2198466.373,2593193.854,2323105.225,2889780.872,2391395.499,1982665.216,2004725.734,2998865.791,2171367.038,2665532.856,3124544.677,2139076.948,3038804.37,2287873.975,2636975.152,2504329.642,2068521.681,2683724.547,2045223.518,2564333.946,2740727.926,4394699.211,4204029.225,3069749,1,6000,333,432.567397,1.297702191
13180,-150.6552861,60.95253648,2038964.348,2948516.519,2114663.749,1143136.667,1361139.586,1598075.133,2014068.191,1239015.765,2217818.266,2211045.444,1234867.019,2331846.254,1639494.214,2354158.948,1685200.311,2202408.724,1991252.499,1611973.848,1580384.483,2011703.686,1761506.871,2333262.701,2434591.708,1508738.622,2843897.198,2322607.497,2394578.437,2048365.772,1623126.133,2094603.097,1698830.018,2217001.526,1851346.544,2624687.139,2909566.098,3206273.5,5,5000,1200,407.7928695,0.339827391
13181,-150.1940126,60.9315809,1099651.97,1498673.92,1020242.078,743333.6733,892500.398,998644.8465,1077120.919,701439.6272,1195503.31,1329790.852,877059.507,1287866.27,952329.7763,1367099.39,1009778.4,1285758.343,1088567.805,959531.6193,942778.6988,1234032.079,1067233.691,1266825.195,1295018.619,891506.4132,1292518.201,1213180.002,1234732.269,1090998.225,916484.165,1141210.852,1029155.228,1190674.594,940667.1705,1216879.628,1239249.085,999434.1,2,7000,429,157.0931386,0.366550657
13187,-149.3076494,60.90414045,2453229.237,3276407.072,2611954.288,1673179.325,2187776.602,2232583.198,2238817.401,1737532.383,2474260.381,2995883.315,2189901.666,2464354.654,2194222.713,2612802.703,2228556.808,2619779.611,2377992.093,1953313.122,2204394.408,2789190.415,2195277.891,2635695.051,2778464.797,2130291.043,2690127.059,2239546.352,2466816.205,2470626.913,1809771.992,2568101.049,2114560.1,2404914.177,2543805.184,3492781.956,3298184.179,2961157.2,1,9000,222,272.5810264,1.226614619
13189,-149.2154107,60.90095352,3591841.734,4803854.56,3954650.655,2499554.428,3182285.056,3189832.149,3242041.086,2638294.733,3606809.01,4383977.755,3122189.276,3550175.125,3189380.465,3755050.911,3240727.558,3840733.753,3448784.357,2806208.719,3118018.323,3989057.1,3114780.038,3791051.575,4193932.795,3075550.941,4016700.931,3240840.535,3579497.505,3559076.786,2613047.591,3736177.492,3041569.437,3534511.122,3873060.845,5380849.29,5268281.585,4133907.2,2,5000,600,718.3683468,1.197280578
13190,-149.1600764,60.89901164,5766699.621,7707946.74,6583010.083,4066226.807,5148915.267,5061004.38,5243362.429,4331631.823,5995200.824,6965385.586,5024394.1,5652864.375,5130991.302,6038996.465,5224762.133,6195051.192,4867851.232,4560518.982,4838947.921,6463620.856,5010330.706,6144422.563,6882131.402,4900196.9,6622637.659,5045102.635,5768711.305,5713905.053,4369605.151,6089921.7,4917304.295,5869931.875,6189675.035,8056327.155,8506206.301,6647394.5,3,7000,571,823.8142316,1.441674905
13191,-149.0296066,60.90330963,6428590.67,8533472.684,7098411.525,4330887.137,5712249.089,5462805.629,5750896.669,4570185.34,6587245.657,7710920.357,5183001.422,6502052.006,5411180.901,6550946.095,5874564.431,7192775.832,5990318.496,4799101.061,5114331.304,7206896.492,5478402.164,6700809.216,7681939.033,5343925.659,7378905.085,5563055.009,6515590.194,6244898.017,4744848.45,6721574.996,5156088.343,6184107.148,6718456.69,10540015.74,10135682.08,8310133.5,4,5000,1000,1285.718134,1.285718134
13192,-148.8991023,60.90748367,7483543.481,10010452.13,8465417.931,5085035.933,6600880.214,6315812.052,6571577.357,5447255.227,7610242.128,8811441.102,6261688.276,7404948.21,6395931.672,7588501.933,6859002.314,8138033.656,7213877.599,5636766.775,5934467.83,8220856.767,6178205.484,7893084.468,8972016.184,6240302.49,8681266.923,6337719.113,7503153.58,7308116.259,5499484.076,7863921.998,6064074.621,7331653.364,8159296.916,11794314.89,12319242.36,9205980,7,7000,1143,1069.07764,0.935442935
13193,-148.8466443,60.88758678,37129989.03,43127663.24,43082844.92,28637824.61,36584604.64,33067913.5,31330679.66,30697277.64,35445353.84,39128684,36668093.96,39725780.46,34516555.77,38218863.65,35602564.72,37380274.25,28413661.93,35656533.53,33812976.36,37432998.4,32100252.91,37629536.36,39116829.28,35555165.62,42529605.3,38668136.93,38562917.55,39188125.92,32397737.87,35276829.53,37730759.88,38450941.1,37833303.39,44384054.32,47049250.9,44545020,15,5000,3200,7425.997805,2.320624314
13202,-146.4013949,60.78247931,4076111.631,5306906.761,4810093.641,2762798.669,3549188.707,3162042.387,3557574.525,3491219.449,4915098.813,4772246.493,3487356.478,4549532.36,3711858.441,4530859.912,3793972.172,4779113.014,3839077.153,3248256.645,3001023.544,4483037.191,3040912.717,5025247.16,4850573.687,3349172.65,4681120.268,3592033.98,4582230.827,4277494.447,3666115.191,4170658.246,3598588.811,4237613.668,3027953.186,4529487.212,4428983.67,5854465,1,3000,667,1358.703877,2.038055815
13203,-146.2528449,60.78311498,17286983.52,22499514.99,20446315.48,11782244.54,15471912.85,13419151.51,15388042.33,15233943.22,20485095.65,20544598.68,15004842.6,19135361.29,16006475.39,19280286.91,16098362.67,20190831.65,16502824.84,13879141.96,12896254.38,19350438.72,12811225.35,21337113.08,20413021.01,14384576.39,20135023.06,14901338.43,19881979.07,18438459.9,15282388.56,17794910.51,15606814.78,18012626.34,12993930.87,19157128.95,18712307.06,21565940,10,4000,2750,4321.745879,1.571543956
13206,-151.5610003,60.98947267,1225002.334,1870849.426,1451932.051,719592.8145,1005328.026,1026293.291,1126995.631,957649.7112,1269791.583,1256505.212,845477.1252,1345681.692,1082193.126,1298424.135,1047308.431,1383204.535,1277128.89,808731.075,826559.8149,1306978.201,1012517.667,1265974.266,1628202.623,1100583.621,1826653.709,1308725.709,1416898.422,1295793.167,1169940.175,1568507.84,1104729.519,1314155.256,917480.3077,1263572.966,1353098.751,1421622.9,1,8000,250,153.1252917,0.612501167
13208,-150.2114386,60.94101796,1724584.932,2395976.392,1765620.812,1151469.566,1367562.093,1615816.742,1645250.217,1140004.536,1813153.353,2076027.787,1461990.53,1841837.625,1561733.569,2091898.753,1599483.782,1847266.59,1818557.588,1462455.775,1570255.188,1900841.222,1678574.427,1935786.717,1942663.253,1398840.748,1989177.806,1880561.726,1840738.341,1794850.097,1326877.815,1769003.217,1633200.605,1866566.738,1602523.021,1854631.515,2006321.573,1712952.9,3,7000,571,246.369276,0.431146233
13209,-149.859144,60.93980739,1771711.133,2508591.138,1582492.489,1239284.323,1466802.829,1552310.607,1696568.203,1088778.8,2001674.525,2248265.249,1449690.616,2203001.916,1502473.154,2175639.14,1648326.024,2265932.342,1691585.331,1586391.645,1537561.437,2223450.261,1653673.44,2030250.76,2074201.98,1305051.298,2163253.937,1897534.994,2002665.718,1685236.601,1485853.178,1886270.207,1527207.67,1834413.961,1351527.51,1896387.034,1808115.824,1739425.5,2,7000,429,253.1015904,0.590570378
13210,-149.3801678,60.91556451,1830295.367,2435943.769,1983070.763,1288133.003,1587801.02,1700950.136,1645658.484,1340982.828,1828222.776,2282054.614,1617861.902,1845493.486,1624480.357,2017808.908,1678289.999,1959762.555,1782575.533,1414246.896,1640658.395,1993334.385,1626643.982,1952281.67,2126923.832,1592179.511,1967132.487,1685447.127,1812382.333,1819243.139,1271021.701,1881774.068,1602142.813,1848475.385,1928185.4,2482194.512,2500980.58,2295999.5,1,5000,400,366.0590734,0.915147684
13211,-149.0268391,60.921141,28519031.44,36594950.2,32017511.1,20796277.85,26401681.44,24985048.36,25165850.42,21804393.4,29077558.22,32573546.86,26150754.08,29417089.67,25578219.07,28897529.89,26878376.64,30785164.62,24463334.71,23324491.26,23961702.61,29847336.94,24111301.99,29286153.06,32002532,24904469.57,32147014.29,26103760.12,28843208.14,28049348.28,22480475.87,28585288.04,25293300.9,27993768.52,30399215.36,40746762.54,41966936.41,36531748,15,6000,2667,4753.171907,1.782439465
13213,-148.2909257,60.88349722,4308866.147,5835782.123,5178276.108,2850418.399,3834742.78,3292756.156,3765739.473,3208687.899,4599175.209,4942140.539,3274469.863,4288518.322,3660678.231,4182654.863,3862769.878,4740460.309,4055286.298,3063403.513,3071900.015,4618986.155,3243985.358,4385869.541,5203702.678,3478476.438,5016650.064,3699346.187,4387225.528,4041533.549,3566246.826,4358071.511,3123607.304,4089196.152,4067615.398,6995291.87,6858127.093,7968523.5,4,3000,1667,1436.288716,0.861773229
13226,-151.6351333,60.99076586,3182257.356,4865577.143,3768268.025,1889749.868,2664870.008,2681085.93,2888848.123,2520652.132,3282379.887,3329846.904,2202716.259,3441000.042,2806713.364,3345906.287,2774883.764,3588147.124,3265661.901,2078053.934,2145277.592,3484363.054,2665011.328,3261767.142,4289337.014,2919429.832,4747453.061,3398664.303,3663730.71,3375045.77,3082181.369,4099174.816,2873227.364,3415204.116,2337556.972,3173093.471,3356063.668,3698065.2,8,5000,1800,636.4514713,0.353584151
13227,-151.5603192,60.99840739,1838296.735,2809155.274,2179619.568,1075063.175,1497095.274,1535868.312,1693845.693,1438065.164,1907338.708,1884693.155,1268046.531,2019897.104,1611351.185,1954168.407,1573648.598,2075273.849,1919367.112,1214714.632,1241604.665,1960256.537,1518867.696,1903317.204,2443386.161,1654936.446,2741381.265,1964465.799,2126122.481,1944396.312,1756169.091,2352545.934,1660032.678,1973190.012,1376551.072,1895855.088,2032369.543,2137726,2,9000,333,204.2551928,0.612765578
13228,-151.5417817,60.99807777,3073658.314,4691855.695,3638232.553,1792339.08,2506445.691,2562259.602,2836333.681,2403924.062,3184297.487,3151368.734,2119741.604,3386304.273,2691701.069,3263840.539,2635018.852,3471154.545,3217586.343,2033959.722,2077327.72,3278768.414,2540822.826,3183837.873,4081729.131,2755401.803,4573373.331,3284635.329,3544984.731,3252942.075,2937902.232,3935634.734,2783081.659,3286657.819,2306637.679,3181640.372,3400491.739,3585808,4,7000,714,439.0940449,0.614731663
13229,-150.6349098,60.96994368,2194701.797,3151592.61,2318449.877,1236336.899,1481989.254,1803358.487,2122636.264,1361520.203,2319865.251,2337496.149,1519543.148,2361159.503,1845948.582,2510089.906,1889695.674,2259604.019,2264878.167,1729288.236,1772338.183,2216085.361,1948799.976,2459773.444,2521462.915,1603008.349,2902881.623,2452018.596,2435096.303,2262577.899,1683697.916,2199967.706,1926423.385,2377834.239,2123898.639,2777009.318,3199955.825,3438281,4,7000,714,313.5288282,0.438940359
13231,-149.8764757,60.94928677,1028713.987,1449108.412,907115.4192,683792.5083,862664.8026,938297.907,985952.3749,601840.9868,1201873.541,1327086.447,816701.4328,1275001.828,895283.059,1312681.028,971933.7293,1306839.427,987400.8919,902973.4033,897727.3657,1227248.227,979029.5823,1186610.004,1225810.101,779934.5485,1183861.275,1131499.022,1184680.82,1001687.446,840116.7132,1113383.425,902390.4898,1100138.828,804447.0603,1015884.699,997876.1411,1006116.6,1,7000,286,146.959141,0.514356994
13232,-149.6374274,60.93294331,20519775.31,28007901.33,21207994.75,14312707.52,17689099.11,18683890.3,19048265.07,13815626.02,22199263.07,24601561.85,18630167.2,21813312.56,17503867.15,23116439.78,19268566.89,23683298.69,21318623.88,16934356.9,17266111.14,24264112.25,18796125.09,22484433.24,23276603.72,16896238.28,23539411.14,19595508.37,21414316.68,20392076.74,15584628.08,21465356.18,18092519.07,21339424.68,19824752.76,27072313.94,25310732.35,19742530,18,3000,6333,6839.925103,1.079988174
13233,-149.6189553,60.93235517,2146246.831,2841956.764,2079213.864,1496949.338,1886397.58,1947572.384,2026132.415,1488098.651,2316064.941,2690585.223,1743635.47,2454240.159,1846923.975,2519991.92,2004345.148,2549351.449,2016511.389,1760295.137,1824584.578,2483048.121,2002424.078,2356248.406,2575579.755,1788191.183,2394347.331,2087544.917,2317234.737,2097697.189,1677134.236,2291175.42,1889834.751,2195102.804,1991677.423,2879312.721,2716928.634,1882307,2,4000,750,536.5617078,0.71541561
13235,-149.5820133,60.93117145,2176639.29,2914648.892,1969346.705,1548679.621,1890590.473,1937694.785,2064976.92,1446680.387,2350422.263,2767785.785,1747140.758,2529594.685,1854934.222,2537514.689,2004140.303,2622033.674,2046659.084,1777915.957,1849334.897,2613179.754,2050283.05,2392392.127,2619939.959,1767175.7,2451603.758,2113547.22,2347936.797,2035217.339,1754097.434,2338248.184,1845445.411,2189312.423,1928429.486,3176360.556,2783125.461,1915986.4,3,4000,1000,544.1598226,0.544159823
13238,-149.4527377,60.92695027,1844921.545,2465553.949,1962288.387,1287114.953,1608657.239,1733693.23,1700610.225,1322283.585,1853327.267,2331405.411,1641063.725,1871539.668,1652496.943,2058358.752,1690323.904,1987142.552,1804106.917,1462165.444,1683649.451,2094420.448,1710308.899,1980992.882,2119469.288,1606520.37,1994182.602,1737377.97,1839372.544,1859781.535,1335281.528,1930559.736,1611592.977,1874378.441,1937323.878,2515777.949,2437340.41,1871791,1,2000,1000,922.4607723,0.922460772
13239,-149.320891,60.94044469,2708519.859,3604894.297,2844971.649,1843586.086,2344478.271,2473592.153,2444932.043,1927967.864,2735603.703,3379202.063,2278207.598,2809281.243,2346303.907,2997595.266,2469216.288,3017554.915,2594469.955,2092998.9,2359656.468,3023728.81,2416285.912,2880684.834,3193114.066,2279405.772,2971123.929,2500074.368,2763798.319,2640703.013,1904520.057,2832928.198,2307224.326,2667937.279,2797303.182,3868818.327,3795612.992,3390419,2,5000,600,541.7039717,0.902839953
13240,-149.1177576,60.9333711,2115027.603,2814013.947,2390617.421,1491029.061,1857895.972,1866566.387,1891949.223,1600481.531,2083227.414,2584911.508,1824235.914,2100924.985,1877914.866,2225754.316,1918932.766,2248024.956,1992704.785,1574671.581,1816545.337,2248263.835,1782264.381,2231524.105,2521889.535,1812816.4,2348556.622,1866400.751,2094922.476,2068245.961,1465923.827,2195870.493,1770200.551,2060927.311,2346065.176,3286204.61,3341135.108,2424353,1,6000,333,352.5046005,1.057513802
13241,-149.0439134,60.93072451,4568512.774,6125350.87,5101474.058,3043428.321,4048634.183,3852920.409,3995144.251,3226950.627,4629788.351,5428264.894,3831679.651,4602880.619,3918249.613,4659494.614,4260463.513,5075977.883,4379061.548,3378118.787,3620384.536,4985972.633,3783358.755,4769418.789,5404178.91,3765251.335,5206036.268,3904397.222,4576867,4411236.837,3259461.116,4736639.929,3684321.916,4340968.142,4945681.932,7720547.891,7560783.181,5664558.5,5,5000,1200,913.7025548,0.761418796
13254,-151.6344729,60.99970094,4489546.491,6870894.194,5318261.705,2674298.997,3768100.87,3782735.541,4062962.861,3580239.303,4639447.078,4708528.929,3124003.209,4847376.877,3941423.8,4717667.461,3922279.836,5065449.104,4611393.664,2927930.688,3032373.022,4946431.126,3768180.524,4596791.873,6059800.37,4129570.207,6706256.862,4794403.493,5170930.641,4767067.499,4356874.709,5785816.457,4060346.963,4823323.602,3288648.265,4457735.313,4701302.14,5125280,6,8000,875,561.1933114,0.641363784
13255,-151.5781807,61.00766933,1858073.801,2837069.423,2200211.705,1086992.381,1518045.639,1551861.437,1711860.749,1453876.202,1930770.411,1912201.917,1283129.016,2040044.313,1628561.919,1977086.321,1603700.311,2096194.4,1937133.859,1227099.77,1255223.583,1989519.831,1537024.053,1919310.12,2472416.03,1673614.207,2769631.335,1983054.058,2140985.214,1968046.605,1781092.253,2382133.122,1679920.497,1993105.136,1393129.749,1909440.01,2041090.642,2148006.8,3,10000,400,185.8073801,0.46451845
13256,-151.5225528,61.00668019,1220983.821,1867773.711,1446554.782,710684.6783,988393.4205,1016780.478,1128495.457,953713.6837,1265848.11,1246962.948,840156.1213,1345405.468,1069444.318,1296164.097,1044838.335,1376208.179,1279057.906,807459.0754,823690.3042,1296382.392,1004128.434,1263685.698,1617526.291,1091094.94,1819227.962,1301120.853,1414141.286,1290916.842,1166732.737,1565995.395,1103048.931,1310434.947,914271.6231,1272762.329,1355230.889,1440101.1,1,7000,286,174.4262601,0.61049191
13257,-150.6154561,60.97841873,1908731.56,2685908.708,1962130.362,1133076.639,1327146.386,1599098.202,1822454.746,1205816.773,1962922.924,2043981.377,1397734.17,2024688.35,1630890.773,2221719.952,1675182.469,1930600.733,2009717.28,1506670.937,1590156.151,1958533.893,1743323.271,2115673.673,2147628.711,1431135.572,2383837.556,2118346.561,2073883.598,1967635.751,1456566.216,1896070.337,1745685.665,2053834.427,1879758.083,2414625.45,2762318.906,2926850,3,7000,571,272.6759371,0.47718289
13258,-150.2463213,60.95988545,1086565.478,1539317.543,1178771.851,702251.5306,829135.9751,1015584.127,1022825.206,701527.0761,1143950.369,1295339.863,942584.7889,1106179.852,1002228.021,1276773.882,1023889.016,1123754.664,1168346.861,905624.1061,995432.3374,1199778.48,1026865.356,1202949.785,1183560.861,840412.4229,1272372.875,1181745.088,1150378.079,1171580.982,800275.7197,1103287.48,994697.3984,1182006.009,1056111.953,1146446.67,1329346.709,1214458.8,2,8000,375,135.8206848,0.362188493
13259,-149.838345,60.95709543,2278200.368,3182793.86,2146691.603,1621201.357,1913942.353,2020126.668,2204128.685,1460787.442,2525000.147,2785948.914,2009197.892,2651629.716,1942408.688,2701563.453,2157513.716,2817922.869,2275602.542,2005619.592,1926179.051,2829326.73,2123570.834,2572269.495,2560207.998,1741756.436,2689298.206,2366471.325,2471494.51,2183518.793,1870414.162,2369915.356,2013431.628,2375351.744,1866777.627,2523117.121,2374523.177,2457309.2,4,7000,714,325.4571955,0.455640074
13262,-149.4884136,60.93708884,1695748.068,2256919.063,1803800.941,1185553.874,1472568.343,1621401.682,1534385.32,1223013.799,1703883.215,2128602.134,1521588.501,1719759.158,1510138.77,1913954.189,1563546.413,1830393.125,1672099.806,1328457.053,1539904.353,1858143.568,1543907.065,1813287.593,1938951.966,1483342.554,1807153.56,1590710.317,1700689.59,1686275.971,1178277.251,1748955.068,1504773.627,1718013.223,1798950.945,2267993.966,2287262.963,1894523.4,1,3000,667,565.2493559,0.847874034
13263,-149.3393621,60.94107287,1594275.314,2077798.017,1598739.297,1103749.366,1392467.094,1404473.821,1450745.969,1127642.665,1681550.554,1959170.841,1280034.337,1785608.635,1348584.039,1808463.826,1460071.063,1865045.661,1468504.081,1247889.474,1305708.194,1794486.052,1413644.13,1710858.81,1921698.373,1306190.046,1799121.803,1475983.792,1683760.22,1537316.143,1200287.377,1664979.061,1348981.46,1590072.79,1552030.286,2272275.049,2216485.781,1945217.9,1,4000,500,398.5688286,0.797137657
13264,-149.3011116,60.94873241,1937143.07,2543182.369,1993308.363,1296240.727,1674154.797,1663235.749,1761914.512,1325684.598,1991347.629,2371558.34,1555723.442,2123378.662,1632137.589,2151192.727,1790158.908,2277162.357,1766817.907,1529298.355,1599159.974,2217838.466,1735300.535,2058365.046,2315313.735,1550853.586,2231053.407,1734213.835,2011752.24,1865065.721,1422571.079,2027370.006,1637862.778,1862899.993,1909456.279,2900097.318,2754194.606,2520141.8,1,7000,286,276.7347242,0.968571535
13265,-149.2641629,60.94746331,3331010.506,4438831.551,3598300.1,2300433.742,2906001.255,3012677.847,2966944.167,2386516.794,3371772.356,4049852.807,2887986.663,3344290.796,2871231.219,3580776.239,3080724.351,3640238.354,3243357.73,2538271.893,2847837.479,3673155.466,2889351.485,3531814.099,3876265.408,2817446.51,3668475.523,2987637.871,3338894.226,3255175.447,2329650.433,3428487.114,2803702.517,3281506.638,3533057.919,4926258.304,4880535.416,4297908,2,7000,429,475.8586438,1.110336835
13266,-149.1163975,60.94228768,1864967.904,2491387.981,1939014.201,1266605.144,1608638.149,1567513.419,1706424.811,1321100.629,1927782.783,2303309.421,1429656.387,2025050.948,1575821.966,1986970.168,1687974.038,2174048.776,1753511.618,1378484.603,1478630.985,2083469.735,1633860.578,1961685.606,2291534.424,1509980.91,2185512.408,1660638.421,1955575.357,1759260.179,1415720.576,1982711.139,1490552.191,1768869.134,1913425.003,3093079.055,2948737.013,1997338.9,1,7000,286,266.4239864,0.932483952
